id_producto;nombre;categoria;subcategoria;marca;precio_lista;costo
252;Guantes de Látex x100;Insumos Médicos;Guantes;VitalCare;15.09;8.97
253;Azitromicina 500mg;Medicamentos;Analgésicos;BienestarLab;27.79;17.4
254;Jabón en Barra Glicerina;Cuidado Personal;Higiene Femenina;VitalCare;4.08;1.67
255;Crema Facial Hidratante;Dermocosmética;Cuidado Facial;NovaSalud;51.18;23.43
256;Multivitamínico Adultos;Suplementos y Vitaminas;Multivitamínicos;CardioSalud;68.7;37.35
257;Shampoo para Bebé;Cuidado del Bebé;Accesorios Bebé;BienestarLab;66.4;33.75
258;Pulsioxímetro Digital;Equipos Médicos;Termómetros;PharmaPlus;230.29;93.46
259;Mascarillas Quirúrgicas x50;Insumos Médicos;Guantes;Genérico;39.53;16.48
260;Diclofenaco Sódico 50mg;Medicamentos;Cardiovascular;SaludTotal Labs;59.96;31.97
261;Desodorante Roll-On;Cuidado Personal;Higiene Bucal;SaludTotal Labs;5.22;2.56
262;Serum Vitamina C;Dermocosmética;Protección Solar;BienestarLab;126.67;52.79
263;Complejo B;Suplementos y Vitaminas;Vitamina C;SaludTotal Labs;48.69;26.45
264;Pañales Talla M x30;Cuidado del Bebé;Fórmulas Infantiles;BienestarLab;25.71;17.07
265;Nebulizador Portátil;Equipos Médicos;Tensiómetros;VitalCare;194.99;110.69
266;Alcohol Medicinal 70° 250ml;Insumos Médicos;Alcohol y Antisépticos;SaludTotal Labs;13.98;7.52
267;Ranitidina 150mg;Medicamentos;Antialérgicos;BioSana;32.65;18.67
268;Jabón en Barra Glicerina;Cuidado Personal;Desodorantes;SaludTotal Labs;20.63;8.31
269;Loción Corporal Hidratante;Dermocosmética;Cuidado Capilar;BioSana;122.99;56.62
270;Complejo B;Suplementos y Vitaminas;Omega 3;MediFarma;44.16;24.55
271;Aceite Corporal para Bebé;Cuidado del Bebé;Pañales;BienestarLab;28.92;16.79
272;Termómetro Digital;Equipos Médicos;Tensiómetros;SaludTotal Labs;192.43;92.43
273;Alcohol en Gel 500ml;Insumos Médicos;Mascarillas;BienestarLab;12.92;7.9
274;Omeprazol 20mg;Medicamentos;Antiinflamatorios;DermaPro;18.8;8.03
275;Tampones Regular;Cuidado Personal;Higiene Femenina;MediFarma;18.1;11.99
276;Mascarilla Facial Hidratante;Dermocosmética;Cuidado Capilar;VitalCare;105.43;70.97
277;Proteína Whey Vainilla;Suplementos y Vitaminas;Vitamina C;BienestarLab;85.16;44.26
278;Fórmula Infantil Etapa 2;Cuidado del Bebé;Toallitas Húmedas;BioSana;20.86;8.4
279;Glucómetro Digital;Equipos Médicos;Nebulizadores;PharmaPlus;220.55;120.46
280;Alcohol en Gel 500ml;Insumos Médicos;Guantes;BioSana;16.6;11.44
281;Amoxicilina 500mg;Medicamentos;Antigripales;BienestarLab;22.96;15.67
282;Toallas Higiénicas Nocturnas;Cuidado Personal;Higiene Femenina;MediFarma;22.66;11.8
283;Mascarilla Facial Hidratante;Dermocosmética;Protección Solar;NovaSalud;102.2;50.2
284;Omega 3 1000mg;Suplementos y Vitaminas;Proteínas y Aminoácidos;NovaSalud;29.08;18.4
285;Pañales Talla M x30;Cuidado del Bebé;Fórmulas Infantiles;DermaPro;76.91;33.99
286;Termómetro Digital;Equipos Médicos;Nebulizadores;BienestarLab;107.65;71.17
287;Alcohol en Gel 500ml;Insumos Médicos;Mascarillas;DermaPro;34.38;23.7
288;Losartán 50mg;Medicamentos;Cardiovascular;DermaPro;34.4;23.18
289;Talco Corporal;Cuidado Personal;Desodorantes;PharmaPlus;13.35;6.45
290;Crema Facial Hidratante;Dermocosmética;Cuidado Facial;PharmaPlus;125.64;83.82
291;Calcio + Vitamina D;Suplementos y Vitaminas;Proteínas y Aminoácidos;MediFarma;15.23;6.63
292;Fórmula Infantil Etapa 2;Cuidado del Bebé;Toallitas Húmedas;NovaSalud;71.5;42.59
293;Nebulizador Portátil;Equipos Médicos;Tensiómetros;MediFarma;309.95;142.82
294;Alcohol Medicinal 70° 250ml;Insumos Médicos;Gasas y Vendas;MediFarma;7.98;5.2
295;Azitromicina 500mg;Medicamentos;Antialérgicos;DermaPro;56.02;37.44
296;Cepillo Dental Suave;Cuidado Personal;Higiene Femenina;SaludTotal Labs;35.74;14.71
297;Serum Vitamina C;Dermocosmética;Protección Solar;SaludTotal Labs;15.59;7.08
298;Proteína Whey Vainilla;Suplementos y Vitaminas;Multivitamínicos;BioSana;79.53;35.82
299;Fórmula Infantil Etapa 1;Cuidado del Bebé;Pañales;SaludTotal Labs;22.87;15.43
300;Termómetro Digital;Equipos Médicos;Nebulizadores;DermaPro;228.5;142.14
301;Esparadrapo Hipoalergénico;Insumos Médicos;Gasas y Vendas;BienestarLab;33.11;21.9
302;Metformina 850mg;Medicamentos;Antibióticos;CardioSalud;27.64;12.38
303;Talco Corporal;Cuidado Personal;Desodorantes;VitalCare;7.69;3.22
304;Shampoo Anticaspa;Dermocosmética;Antiedad;BioSana;123.94;80.57
305;Colágeno Hidrolizado;Suplementos y Vitaminas;Proteínas y Aminoácidos;MediFarma;59.48;35.46
306;Aceite Corporal para Bebé;Cuidado del Bebé;Toallitas Húmedas;Genérico;73.64;29.67
307;Pulsioxímetro Digital;Equipos Médicos;Nebulizadores;FarmaVida;233.7;121.92
308;Algodón 500g;Insumos Médicos;Gasas y Vendas;Genérico;33.22;19.55
309;Azitromicina 500mg;Medicamentos;Antibióticos;CardioSalud;3.06;2.0
310;Pasta Dental Triple Acción;Cuidado Personal;Higiene Bucal;MediFarma;7.68;3.41
311;Loción Corporal Hidratante;Dermocosmética;Cuidado Capilar;Genérico;40.39;27.27
312;Complejo B;Suplementos y Vitaminas;Vitamina C;PharmaPlus;21.16;9.3
313;Fórmula Infantil Etapa 1;Cuidado del Bebé;Toallitas Húmedas;BienestarLab;41.29;17.21
314;Pulsioxímetro Digital;Equipos Médicos;Glucómetros;Genérico;338.29;159.66
315;Alcohol en Gel 500ml;Insumos Médicos;Mascarillas;Genérico;17.55;7.58
316;Ibuprofeno 400mg;Medicamentos;Cardiovascular;NovaSalud;4.77;2.41
317;Jabón en Barra Glicerina;Cuidado Personal;Desodorantes;Genérico;38.85;25.03
318;Acondicionador Reparador;Dermocosmética;Protección Solar;BienestarLab;103.66;46.29
319;Proteína Whey Vainilla;Suplementos y Vitaminas;Proteínas y Aminoácidos;NovaSalud;77.73;47.55
320;Fórmula Infantil Etapa 1;Cuidado del Bebé;Accesorios Bebé;CardioSalud;55.48;25.58
321;Tiras Reactivas de Glucosa;Equipos Médicos;Termómetros;SaludTotal Labs;61.31;30.31
322;Mascarillas Quirúrgicas x50;Insumos Médicos;Gasas y Vendas;PharmaPlus;10.57;6.89
323;Ibuprofeno 400mg;Medicamentos;Antiinflamatorios;BienestarLab;27.7;11.21
324;Protectores Diarios;Cuidado Personal;Higiene Corporal;VitalCare;6.61;3.85
325;Crema Antiarrugas;Dermocosmética;Cuidado Facial;Genérico;94.92;41.95
326;Zinc 50mg;Suplementos y Vitaminas;Vitamina C;BienestarLab;71.56;34.01
327;Pañales Talla M x30;Cuidado del Bebé;Pañales;DermaPro;51.96;36.09
328;Tiras Reactivas de Glucosa;Equipos Médicos;Tensiómetros;FarmaVida;134.19;62.7
329;Alcohol Medicinal 70° 250ml;Insumos Médicos;Guantes;MediFarma;21.67;14.6
330;Paracetamol 500mg;Medicamentos;Antialérgicos;FarmaVida;23.39;14.11
331;Toallas Higiénicas Nocturnas;Cuidado Personal;Higiene Bucal;CardioSalud;28.82;13.25
332;Mascarilla Facial Hidratante;Dermocosmética;Cuidado Facial;SaludTotal Labs;92.09;38.17
333;Omega 3 1000mg;Suplementos y Vitaminas;Multivitamínicos;Genérico;12.68;5.31
334;Crema Antipañalitis;Cuidado del Bebé;Fórmulas Infantiles;DermaPro;62.6;27.46
335;Glucómetro Digital;Equipos Médicos;Tensiómetros;FarmaVida;132.02;60.14
336;Alcohol en Gel 500ml;Insumos Médicos;Alcohol y Antisépticos;FarmaVida;23.01;11.98
337;Amoxicilina 500mg;Medicamentos;Antiinflamatorios;DermaPro;12.35;7.02
338;Cepillo Dental Suave;Cuidado Personal;Higiene Bucal;SaludTotal Labs;27.41;15.25
339;Mascarilla Facial Hidratante;Dermocosmética;Cuidado Capilar;NovaSalud;127.22;76.2
340;Proteína Whey Vainilla;Suplementos y Vitaminas;Proteínas y Aminoácidos;VitalCare;65.99;36.33
341;Shampoo para Bebé;Cuidado del Bebé;Toallitas Húmedas;BioSana;58.3;35.0
342;Termómetro Digital;Equipos Médicos;Glucómetros;Genérico;234.61;150.18
343;Gasas Estériles;Insumos Médicos;Alcohol y Antisépticos;PharmaPlus;3.16;1.97
344;Enalapril 10mg;Medicamentos;Gastrointestinales;VitalCare;44.45;21.21
345;Enjuague Bucal Menta;Cuidado Personal;Desodorantes;FarmaVida;30.47;14.31
346;Limpiador Facial Espumoso;Dermocosmética;Antiedad;BioSana;114.71;60.38
347;Hierro Quelado;Suplementos y Vitaminas;Proteínas y Aminoácidos;VitalCare;43.62;22.6
348;Pañales Talla G x26;Cuidado del Bebé;Fórmulas Infantiles;FarmaVida;40.47;24.97
349;Tensiómetro Digital de Brazo;Equipos Médicos;Nebulizadores;PharmaPlus;138.52;81.01
350;Esparadrapo Hipoalergénico;Insumos Médicos;Guantes;VitalCare;29.86;19.72
351;Atorvastatina 20mg;Medicamentos;Gastrointestinales;SaludTotal Labs;39.05;22.97
352;Toallas Higiénicas Nocturnas;Cuidado Personal;Higiene Bucal;VitalCare;34.76;19.2
353;Crema Antiarrugas;Dermocosmética;Cuidado Facial;BienestarLab;81.63;40.91
354;Colágeno Hidrolizado;Suplementos y Vitaminas;Omega 3;MediFarma;43.24;17.69
355;Toallitas Húmedas x80;Cuidado del Bebé;Toallitas Húmedas;VitalCare;8.7;4.55
356;Glucómetro Digital;Equipos Médicos;Glucómetros;SaludTotal Labs;169.75;106.8
357;Vendas Elásticas;Insumos Médicos;Alcohol y Antisépticos;CardioSalud;19.05;9.51
358;Paracetamol 500mg;Medicamentos;Analgésicos;VitalCare;17.18;8.85
359;Tampones Regular;Cuidado Personal;Higiene Corporal;PharmaPlus;10.03;6.91
360;Acondicionador Reparador;Dermocosmética;Protección Solar;VitalCare;104.91;51.24
361;Colágeno Hidrolizado;Suplementos y Vitaminas;Proteínas y Aminoácidos;Genérico;19.51;12.08
362;Pañales Talla M x30;Cuidado del Bebé;Toallitas Húmedas;VitalCare;80.12;55.14
363;Nebulizador Portátil;Equipos Médicos;Nebulizadores;PharmaPlus;79.4;53.47
364;Mascarillas Quirúrgicas x50;Insumos Médicos;Mascarillas;NovaSalud;3.58;2.35
365;Salbutamol Inhalador;Medicamentos;Antialérgicos;BienestarLab;42.1;29.25
366;Jabón en Barra Glicerina;Cuidado Personal;Higiene Corporal;DermaPro;24.88;15.52
367;Crema Facial Hidratante;Dermocosmética;Cuidado Capilar;SaludTotal Labs;91.69;60.34
368;Complejo B;Suplementos y Vitaminas;Proteínas y Aminoácidos;BioSana;27.16;13.52
369;Fórmula Infantil Etapa 2;Cuidado del Bebé;Toallitas Húmedas;MediFarma;64.27;41.98
370;Pulsioxímetro Digital;Equipos Médicos;Tensiómetros;PharmaPlus;104.25;52.28
371;Guantes de Látex x100;Insumos Médicos;Alcohol y Antisépticos;Genérico;27.96;15.4
372;Losartán 50mg;Medicamentos;Analgésicos;BienestarLab;46.81;31.18
373;Pasta Dental Triple Acción;Cuidado Personal;Higiene Corporal;MediFarma;25.62;10.7
374;Acondicionador Reparador;Dermocosmética;Cuidado Facial;VitalCare;81.38;48.46
375;Vitamina C 1000mg;Suplementos y Vitaminas;Vitamina C;PharmaPlus;37.04;16.3
376;Aceite Corporal para Bebé;Cuidado del Bebé;Pañales;DermaPro;14.97;9.18
377;Glucómetro Digital;Equipos Médicos;Nebulizadores;BioSana;153.37;92.31
378;Alcohol en Gel 500ml;Insumos Médicos;Guantes;PharmaPlus;36.25;15.83
379;Ranitidina 150mg;Medicamentos;Cardiovascular;Genérico;24.41;14.91
380;Tampones Regular;Cuidado Personal;Higiene Femenina;VitalCare;15.69;9.26
381;Acondicionador Reparador;Dermocosmética;Cuidado Capilar;NovaSalud;59.68;33.74
382;Multivitamínico Adultos;Suplementos y Vitaminas;Multivitamínicos;NovaSalud;29.32;19.88
383;Aceite Corporal para Bebé;Cuidado del Bebé;Fórmulas Infantiles;CardioSalud;66.47;36.55
384;Tensiómetro Digital de Brazo;Equipos Médicos;Termómetros;BienestarLab;191.3;106.41
385;Gasas Estériles;Insumos Médicos;Mascarillas;CardioSalud;6.14;4.02
386;Cetirizina 10mg;Medicamentos;Antialérgicos;FarmaVida;37.65;17.72
387;Jabón en Barra Glicerina;Cuidado Personal;Higiene Bucal;Genérico;22.76;10.32
388;Loción Corporal Hidratante;Dermocosmética;Cuidado Capilar;VitalCare;118.27;74.15
389;Omega 3 1000mg;Suplementos y Vitaminas;Omega 3;FarmaVida;89.43;53.17
390;Shampoo para Bebé;Cuidado del Bebé;Toallitas Húmedas;FarmaVida;27.77;17.07
391;Pulsioxímetro Digital;Equipos Médicos;Nebulizadores;NovaSalud;211.71;142.5
392;Guantes de Látex x100;Insumos Médicos;Guantes;BioSana;12.36;7.12
393;Azitromicina 500mg;Medicamentos;Analgésicos;SaludTotal Labs;41.82;27.0
394;Toallas Higiénicas Nocturnas;Cuidado Personal;Higiene Corporal;BienestarLab;32.56;20.98
395;Shampoo Anticaspa;Dermocosmética;Antiedad;FarmaVida;70.61;32.35
396;Magnesio Quelado;Suplementos y Vitaminas;Multivitamínicos;CardioSalud;19.55;13.67
397;Shampoo para Bebé;Cuidado del Bebé;Toallitas Húmedas;VitalCare;76.08;48.05
398;Tensiómetro Digital de Brazo;Equipos Médicos;Termómetros;BienestarLab;155.64;69.73
399;Esparadrapo Hipoalergénico;Insumos Médicos;Gasas y Vendas;MediFarma;11.0;5.12
400;Loratadina 10mg;Medicamentos;Antigripales;SaludTotal Labs;41.05;27.56
401;Desodorante Roll-On;Cuidado Personal;Desodorantes;MediFarma;19.26;12.6
402;Serum Vitamina C;Dermocosmética;Protección Solar;BioSana;69.38;37.42
403;Calcio + Vitamina D;Suplementos y Vitaminas;Vitamina C;NovaSalud;61.6;33.02
404;Pañales Talla M x30;Cuidado del Bebé;Toallitas Húmedas;DermaPro;46.25;18.67
405;Pulsioxímetro Digital;Equipos Médicos;Nebulizadores;BioSana;153.43;87.69
406;Mascarillas Quirúrgicas x50;Insumos Médicos;Alcohol y Antisépticos;MediFarma;2.6;1.55
407;Loratadina 10mg;Medicamentos;Antiinflamatorios;CardioSalud;22.22;9.52
408;Pasta Dental Triple Acción;Cuidado Personal;Higiene Corporal;BienestarLab;27.23;14.19
409;Limpiador Facial Espumoso;Dermocosmética;Protección Solar;MediFarma;41.07;24.38
410;Multivitamínico Adultos;Suplementos y Vitaminas;Proteínas y Aminoácidos;BioSana;66.92;45.44
411;Fórmula Infantil Etapa 2;Cuidado del Bebé;Accesorios Bebé;BienestarLab;75.77;38.24
412;Glucómetro Digital;Equipos Médicos;Tensiómetros;CardioSalud;129.89;64.84
413;Alcohol Medicinal 70° 250ml;Insumos Médicos;Alcohol y Antisépticos;BioSana;15.79;6.34
414;Losartán 50mg;Medicamentos;Cardiovascular;PharmaPlus;35.05;14.47
415;Tampones Regular;Cuidado Personal;Higiene Corporal;SaludTotal Labs;23.29;15.63
416;Loción Corporal Hidratante;Dermocosmética;Protección Solar;MediFarma;49.6;20.12
417;Proteína Whey Vainilla;Suplementos y Vitaminas;Omega 3;NovaSalud;22.96;9.24
418;Aceite Corporal para Bebé;Cuidado del Bebé;Accesorios Bebé;MediFarma;72.84;39.6
419;Tiras Reactivas de Glucosa;Equipos Médicos;Tensiómetros;BioSana;280.01;123.37
420;Esparadrapo Hipoalergénico;Insumos Médicos;Mascarillas;PharmaPlus;8.05;5.48
421;Paracetamol 500mg;Medicamentos;Gastrointestinales;SaludTotal Labs;18.0;10.66
422;Jabón en Barra Glicerina;Cuidado Personal;Higiene Corporal;Genérico;12.61;6.9
423;Shampoo Anticaspa;Dermocosmética;Cuidado Capilar;SaludTotal Labs;123.37;54.04
424;Omega 3 1000mg;Suplementos y Vitaminas;Vitamina C;PharmaPlus;52.24;21.02
425;Fórmula Infantil Etapa 1;Cuidado del Bebé;Pañales;CardioSalud;46.59;27.06
426;Tensiómetro Digital de Brazo;Equipos Médicos;Tensiómetros;NovaSalud;242.52;131.02
427;Vendas Elásticas;Insumos Médicos;Guantes;NovaSalud;32.02;19.49
428;Cetirizina 10mg;Medicamentos;Analgésicos;VitalCare;4.3;2.81
429;Jabón en Barra Glicerina;Cuidado Personal;Higiene Femenina;FarmaVida;24.63;10.35
430;Contorno de Ojos;Dermocosmética;Cuidado Facial;PharmaPlus;51.08;26.46
431;Colágeno Hidrolizado;Suplementos y Vitaminas;Multivitamínicos;FarmaVida;52.72;30.6
432;Fórmula Infantil Etapa 2;Cuidado del Bebé;Pañales;VitalCare;17.38;9.67
433;Termómetro Digital;Equipos Médicos;Glucómetros;FarmaVida;46.39;21.66
434;Esparadrapo Hipoalergénico;Insumos Médicos;Gasas y Vendas;FarmaVida;18.7;12.5
435;Azitromicina 500mg;Medicamentos;Antiinflamatorios;BioSana;40.06;26.21
436;Enjuague Bucal Menta;Cuidado Personal;Higiene Femenina;NovaSalud;10.9;6.94
437;Crema Facial Hidratante;Dermocosmética;Cuidado Facial;BienestarLab;49.2;28.09
438;Omega 3 1000mg;Suplementos y Vitaminas;Multivitamínicos;VitalCare;20.32;12.38
439;Crema Antipañalitis;Cuidado del Bebé;Fórmulas Infantiles;MediFarma;47.23;18.94
440;Pulsioxímetro Digital;Equipos Médicos;Termómetros;SaludTotal Labs;92.86;60.16
441;Alcohol Medicinal 70° 250ml;Insumos Médicos;Gasas y Vendas;PharmaPlus;18.19;12.02
442;Amoxicilina 500mg;Medicamentos;Gastrointestinales;SaludTotal Labs;32.95;18.3
443;Enjuague Bucal Menta;Cuidado Personal;Higiene Femenina;PharmaPlus;38.7;24.2
444;Acondicionador Reparador;Dermocosmética;Cuidado Facial;PharmaPlus;105.89;55.63
445;Hierro Quelado;Suplementos y Vitaminas;Omega 3;BienestarLab;55.5;35.27
446;Pañales Talla G x26;Cuidado del Bebé;Pañales;BioSana;56.46;36.15
447;Pulsioxímetro Digital;Equipos Médicos;Termómetros;FarmaVida;142.56;88.42
448;Algodón 500g;Insumos Médicos;Alcohol y Antisépticos;VitalCare;34.09;22.86
449;Loratadina 10mg;Medicamentos;Antigripales;BioSana;21.51;10.3
450;Gel de Ducha Aloe Vera;Cuidado Personal;Desodorantes;DermaPro;26.11;11.54
451;Acondicionador Reparador;Dermocosmética;Cuidado Facial;CardioSalud;117.59;48.61
452;Magnesio Quelado;Suplementos y Vitaminas;Multivitamínicos;DermaPro;90.14;41.22
453;Fórmula Infantil Etapa 2;Cuidado del Bebé;Accesorios Bebé;MediFarma;72.75;50.09
454;Pulsioxímetro Digital;Equipos Médicos;Glucómetros;Genérico;183.5;107.18
455;Esparadrapo Hipoalergénico;Insumos Médicos;Guantes;MediFarma;25.33;17.22
456;Omeprazol 20mg;Medicamentos;Antialérgicos;MediFarma;28.27;19.38
457;Tampones Regular;Cuidado Personal;Desodorantes;SaludTotal Labs;29.79;20.21
458;Serum Vitamina C;Dermocosmética;Antiedad;BienestarLab;19.09;10.45
459;Hierro Quelado;Suplementos y Vitaminas;Proteínas y Aminoácidos;FarmaVida;39.72;18.57
460;Toallitas Húmedas x80;Cuidado del Bebé;Fórmulas Infantiles;NovaSalud;21.41;14.36
461;Tiras Reactivas de Glucosa;Equipos Médicos;Tensiómetros;BienestarLab;107.47;74.55
462;Esparadrapo Hipoalergénico;Insumos Médicos;Gasas y Vendas;MediFarma;13.23;6.21
463;Clorfenamina 4mg;Medicamentos;Analgésicos;BioSana;41.04;28.6
464;Pasta Dental Triple Acción;Cuidado Personal;Desodorantes;DermaPro;27.18;14.7
465;Crema Facial Hidratante;Dermocosmética;Cuidado Facial;CardioSalud;106.85;65.41
466;Vitamina C 1000mg;Suplementos y Vitaminas;Proteínas y Aminoácidos;PharmaPlus;51.31;21.75
467;Aceite Corporal para Bebé;Cuidado del Bebé;Accesorios Bebé;BioSana;17.86;10.69
468;Tensiómetro Digital de Brazo;Equipos Médicos;Glucómetros;SaludTotal Labs;51.35;30.15
469;Alcohol Medicinal 70° 250ml;Insumos Médicos;Guantes;CardioSalud;25.29;10.55
470;Ácido Acetilsalicílico 100mg;Medicamentos;Antiinflamatorios;NovaSalud;53.55;27.11
471;Desodorante Roll-On;Cuidado Personal;Higiene Femenina;SaludTotal Labs;35.65;22.19
472;Crema Facial Hidratante;Dermocosmética;Cuidado Capilar;VitalCare;101.83;57.21
473;Magnesio Quelado;Suplementos y Vitaminas;Proteínas y Aminoácidos;SaludTotal Labs;25.35;17.34
474;Shampoo para Bebé;Cuidado del Bebé;Accesorios Bebé;PharmaPlus;83.82;35.1
475;Pulsioxímetro Digital;Equipos Médicos;Termómetros;BioSana;55.62;27.5
476;Alcohol en Gel 500ml;Insumos Médicos;Gasas y Vendas;BioSana;10.11;5.54
477;Ranitidina 150mg;Medicamentos;Gastrointestinales;PharmaPlus;33.91;17.73
478;Gel de Ducha Aloe Vera;Cuidado Personal;Desodorantes;PharmaPlus;24.34;12.01
479;Contorno de Ojos;Dermocosmética;Cuidado Capilar;VitalCare;33.41;18.76
480;Magnesio Quelado;Suplementos y Vitaminas;Proteínas y Aminoácidos;MediFarma;73.05;31.82
481;Aceite Corporal para Bebé;Cuidado del Bebé;Accesorios Bebé;NovaSalud;38.92;17.9
482;Termómetro Digital;Equipos Médicos;Nebulizadores;CardioSalud;264.97;120.68
483;Alcohol en Gel 500ml;Insumos Médicos;Alcohol y Antisépticos;BioSana;15.5;7.21
484;Loratadina 10mg;Medicamentos;Gastrointestinales;PharmaPlus;51.34;23.0
485;Jabón Líquido Avena;Cuidado Personal;Desodorantes;DermaPro;38.49;22.69
486;Serum Vitamina C;Dermocosmética;Cuidado Capilar;SaludTotal Labs;69.09;37.96
487;Complejo B;Suplementos y Vitaminas;Vitamina C;FarmaVida;71.38;30.99
488;Pañales Talla G x26;Cuidado del Bebé;Fórmulas Infantiles;VitalCare;59.05;41.3
489;Pulsioxímetro Digital;Equipos Médicos;Nebulizadores;CardioSalud;224.46;133.18
490;Gasas Estériles;Insumos Médicos;Mascarillas;FarmaVida;17.29;7.57
491;Dextrometorfano Jarabe;Medicamentos;Antialérgicos;NovaSalud;6.7;3.52
492;Pasta Dental Triple Acción;Cuidado Personal;Higiene Femenina;FarmaVida;5.9;3.27
493;Crema Facial Hidratante;Dermocosmética;Cuidado Facial;NovaSalud;46.03;20.83
494;Omega 3 1000mg;Suplementos y Vitaminas;Multivitamínicos;PharmaPlus;69.11;32.91
495;Shampoo para Bebé;Cuidado del Bebé;Toallitas Húmedas;VitalCare;68.72;37.44
496;Pulsioxímetro Digital;Equipos Médicos;Glucómetros;FarmaVida;60.38;28.94
497;Guantes de Látex x100;Insumos Médicos;Mascarillas;FarmaVida;4.38;2.01
498;Azitromicina 500mg;Medicamentos;Cardiovascular;DermaPro;56.19;28.5
499;Cepillo Dental Suave;Cuidado Personal;Higiene Corporal;FarmaVida;21.86;14.13
500;Crema Antiarrugas;Dermocosmética;Cuidado Capilar;Genérico;100.1;41.53
